ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1360869	0.00185343370394613	2.71605985774535e-05	6.21997455091639	2.79126141675845	0.46321988330246	Sntg2	syntrophin, gamma 2
ILMN_1349705	0.00185789950556381	2.7364949726809e-05	-6.21539246854024	2.78385064748429	-0.573821617700231	Anxa4	annexin A4
ILMN_1358132	0.0018758067317111	2.77862028854776e-05	6.20605938419055	2.76874621361845	1.14098976845665	Hsf2bp	heat shock transcription factor 2 binding protein
ILMN_1371223	0.0018758067317111	2.79091992232157e-05	6.20336238526062	2.76437903492433	0.476013470528397	Fbl	fibrillarin
ILMN_1649927	0.0018787194182404	2.80930006465854e-05	-6.19935529174538	2.75788844958698	-0.35037614324977	Tmem106c	transmembrane protein 106C
ILMN_1376311	0.00188936722519569	2.83934812907913e-05	6.19286345672992	2.74736805745286	0.561773513232027	Lmo1	LIM domain only 1
ILMN_1370493	0.00190085524029703	2.87495147597225e-05	6.18526428513454	2.73504517046798	0.2594907911957		
ILMN_1368381	0.00190085524029703	2.90988736543982e-05	6.17790316008663	2.72310008321934	0.376856099708995	P4ha1	prolyl 4-hydroxylase subunit alpha 1
ILMN_1360637	0.00190085524029703	2.91135728492144e-05	6.17759548279542	2.72260063127024	0.664013454370969	Prg4	proteoglycan 4
ILMN_1372230	0.00190085524029703	2.9143665959709e-05	6.17696609577999	2.72157890453945	0.350489303779502		
ILMN_1366386	0.00190085524029703	2.92767237010234e-05	-6.17419140501262	2.71707385555109	-0.600071536743904	Tob2	transducer of ERBB2, 2
ILMN_1360040	0.00192526872634799	2.98243632314349e-05	-6.16290924633256	2.69874406075356	-0.409309474187949	Nudt14	nudix hydrolase 14
ILMN_1357130	0.00192526872634799	2.99406276695613e-05	6.16054206827675	2.69489576474415	1.22784446891933	Cflar	CASP8 and FADD-like apoptosis regulator
ILMN_1372095	0.00192804055281378	3.02280032580743e-05	6.15473223609308	2.68544723857124	0.302639271847212	Irf1	interferon regulatory factor 1
ILMN_1374708	0.00192804055281378	3.043174737346e-05	6.15064823896943	2.67880242250827	0.315629463218484	Dip2c	disco-interacting protein 2 homolog C
ILMN_1356921	0.00192804055281378	3.05411303826403e-05	6.14846752718208	2.67525330379747	0.519335167517712	Ppp1r1a	protein phosphatase 1, regulatory (inhibitor) subunit 1A
ILMN_1368776	0.00192804055281378	3.05846253197622e-05	-6.1476026719599	2.67384555137563	-0.258717879690231		
ILMN_1365570	0.00192804055281378	3.07044962803242e-05	6.1452258280034	2.66997611196927	0.281471876613677	Ubac1	UBA domain containing 1
ILMN_1368797	0.00196621412570867	3.14594260113387e-05	-6.13047740528634	2.64594723089315	-0.459914413736676	Klf15	Kruppel-like factor 15
ILMN_1369210	0.00196660266650539	3.16757627946978e-05	-6.12631953568575	2.63916715601073	-0.357525747694223	Fv1	Friend virus susceptibility 1
ILMN_1349540	0.00196660266650539	3.18933242413046e-05	6.12216812206042	2.63239503664225	0.472282014479767	Dlg1	discs large MAGUK scaffold protein 1
ILMN_1359668	0.00196660266650539	3.1957688974187e-05	6.12094564580656	2.63040034538922	0.451024116962019		
ILMN_1650399	0.00196660266650539	3.20537855176205e-05	6.11912529643318	2.62742970299184	0.505422267137562	Tagln2	transgelin 2
ILMN_1366357	0.00197542725340119	3.23687387852473e-05	6.11319911763461	2.61775530311333	0.855567755855032		
ILMN_1357012	0.00197542725340119	3.24930090279074e-05	6.11087749708277	2.61396386428846	0.308516035704375		
ILMN_1372689	0.00199774480400029	3.30094655464721e-05	-6.1013280017669	2.59836013294397	-0.320819939657349		
ILMN_1357606	0.00203390740553398	3.37590612357789e-05	6.08774341159236	2.57613969864068	0.57183390919508	Wfdc1	WAP four-disulfide core domain 1
ILMN_1351464	0.00207798597006972	3.46460464542466e-05	-6.07207259910303	2.55047265899312	-0.368109487693466		
ILMN_1376073	0.00211442125669056	3.54116158129858e-05	-6.05888215272724	2.5288398320701	-0.665378944733233	Nexn	nexilin (F actin binding protein)
ILMN_1369953	0.00219929833525104	3.69975420883352e-05	-6.03248533826646	2.48547028747921	-0.248062292516464	Pcif1	PDX1 C-terminal inhibiting factor 1
ILMN_1358464	0.00222476414579299	3.7592276407418e-05	6.02289153531876	2.46968213507541	0.414567287025893	Pde9a	phosphodiesterase 9A
ILMN_1651033	0.00223239233189782	3.78880792030508e-05	6.01817906334313	2.46192198790193	0.394587967966182		
ILMN_1357865	0.00223926517204542	3.83723908545981e-05	6.01054623834364	2.44934581589913	0.320052684825754	Ppard	peroxisome proliferator-activated receptor delta
ILMN_1371231	0.00223926517204542	3.8390025091894e-05	6.01027023235484	2.44889089425468	0.338209836840027		
ILMN_1355480	0.00223926517204542	3.85069898744259e-05	-6.00844289704623	2.44587873776652	-0.296749221380225	Usp30	ubiquitin specific peptidase 30
ILMN_1350322	0.00224839503641133	3.88927521090846e-05	-6.00245720626406	2.43600852495282	-0.54765854147748		
ILMN_1356002	0.00224839503641133	3.91621717680047e-05	5.99831361010099	2.42917274849085	0.411322874435803	Map4	microtubule-associated protein 4
ILMN_2040847	0.00224839503641133	3.91683023165487e-05	5.9982196727209	2.42901774847278	0.310422943486656	Adrb2	adrenoceptor beta 2
ILMN_1363239	0.00224871655064302	3.93420316149881e-05	5.99556404650124	2.42463532829506	0.297128819559177	Slc25a46	solute carrier family 25, member 46
ILMN_1363415	0.0022813700420698	4.01005528026998e-05	-5.9841117714416	2.40572432670189	-0.370374143651567		
ILMN_1363940	0.0022813700420698	4.02544545740914e-05	5.98181590670972	2.40193084933069	0.683980747093242	Plek2	pleckstrin 2
ILMN_1369730	0.00229664748491928	4.08100605731128e-05	5.97360355214413	2.38835509713929	0.311520599845778	Sidt2	SID1 transmembrane family, member 2
ILMN_1374026	0.00229664748491928	4.10352996590142e-05	5.970307704132	2.38290395190906	0.330698019462248		
ILMN_1366612	0.00229664748491928	4.11603815012913e-05	-5.96848561609659	2.37988962980329	-0.397776589872496	Mapk3	mitogen activated protein kinase 3
ILMN_1651179	0.00229664748491928	4.121087075743e-05	-5.96775177698978	2.3786754837151	-0.378731719741181	Hhip	Hedgehog-interacting protein
ILMN_1362246	0.00231188476806714	4.16571386246117e-05	5.96130621940637	2.36800779346844	0.463608605434669	Sall2	spalt-like transcription factor 2
ILMN_1362479	0.00235001132857042	4.25198311412367e-05	-5.94904913232048	2.34770475301135	-0.414678223297022	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
ILMN_1354684	0.00236119171510374	4.28986606930996e-05	5.94374899899815	2.33891853802105	0.27802976920214	Tmem33	transmembrane protein 33
ILMN_1363107	0.00239491909758723	4.36904867148624e-05	5.93282762181147	2.32080065996515	0.4070914857344	Fam65b	family with sequence similarity 65, member B
ILMN_1367386	0.0023953633904144	4.40307707721373e-05	-5.92819787539417	2.31311486664286	-0.283237750038943	Bles03	basophilic leukemia expressed protein BLES03
ILMN_1351082	0.0023953633904144	4.40567771246313e-05	-5.92784559107613	2.31252991312996	-0.774386928346043	Zfp593	zinc finger protein 593
ILMN_1373152	0.00242423229835127	4.47690002013281e-05	5.91828167351116	2.29664240003181	0.431037418694949	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1
ILMN_1348905	0.00247873362179846	4.59608178097957e-05	-5.90262931960801	2.27061159749839	-0.385420700412761	Tmem199	transmembrane protein 199
ILMN_1356676	0.00249383711259779	4.64273226943439e-05	-5.89661829620729	2.26060526944065	-0.381131381742588	Frmd3	FERM domain containing 3
ILMN_1376582	0.00252875227564341	4.72663976755778e-05	5.88596444201314	2.2428570621559	0.463836029281621	Epb41l1	erythrocyte membrane protein band 4.1-like 1
